Country Name,Country Code,Indicator Name,Indicator Code,1960.0,1961.0,1962.0,1963.0,1964.0,1965.0,1966.0,1967.0,1968.0,1969.0,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,
Aruba,ABW,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37372471423221,0.0729748637751004,63.662189430241,20.304669487508,1.03729561188811,0.634347751418257,0.121076242152466,0.126903730964467,0.0647773279352227,0.0145878920495988,1.87856424018786,-0.103761348897535,0.140152915777044,-0.194423120090448,-0.313238602386308,-0.158514987865404,-0.361731126244906,-0.375570751123554,-0.519181903365968,1.4771609633927,0.0982508595967708,0.0590642903863025,0.111568034073333,0.118599643184502,0.106809694816932,1.80415328132746,-1.25763304681944,0.348275651321979,-0.0140354234962848,2.68959850729146,0.929567674016541,1.75975861337857,0.783272800191811,-0.156474933078812,3.48282600044041,0.0,0.0
Africa Eastern and Southern,AFE,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0695808133302491,0.0910765238260733,0.262515705259666,0.0157504555366653,0.526440959504381,0.423384016163163,0.0059519684184984,0.114537466310171,0.144390980010407,0.0534191071899866,0.0638693420039771,0.120411234817979,0.0311916856743739,0.096989356967195,0.0409246709803074,0.160870913269848,1.13968357908423,0.198128382916664,0.65803548019475,1.14237560093728,0.464639159060898,0.998220765029158,0.7362452881345,0.788508346880289,0.137463219627345,-1.5613999151557,-0.110743536840112,0.283044851238569,0.589021597399736,0.315406959356177,1.45380057071106,0.798083447331736,0.120909968681124,0.332387462764532,0.405564374014803,0.308720212476498,0.532247844868536,1.17195479711391,1.05969937516012,0.795570679570687,0.867503225226472,1.32743617826735,0.556511648390214,0.228661228194388,-0.243541264578169,-0.0176945792110546,0.382673486267246,-0.207991666171586,0.0
Afghanistan,AFG,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0221192604146061,-0.0133973940096779,0.0241808474410122,0.0,0.0,-0.0189729921329406,0.0019902383593864,-0.0078708051698206,0.0063865830761662,-0.0445104966004486,0.0026670697666708,-9.34458242055625e-05,0.0113046306689472,0.0773106868414427,0.0600461881044499,0.214940580498669,0.140009703959576,0.186553469889349,0.215827015949845,0.0,0.0,0.0
Africa Western and Central,AFW,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0567010803327396,0.0143626915674686,0.0304552289916519,0.237653236550744,0.0371104133090187,0.0956848264944916,0.0599711470555495,0.0765319981923161,0.213310881427373,-0.213014770208474,0.0799375959946061,0.245200684150129,0.874973636792752,0.354135678969075,0.5935045831225,0.360104332199997,0.420146013738498,0.163877379604616,0.142616040418135,0.285348506108725,0.298255390989373,-0.311539414623249,0.313076117010709,0.797501711182699,-0.260261818316066,-0.010550434375052,0.0799228963780412,0.0166429049853374,0.336374970072013,0.239046685647318,0.249371919510986,0.160181341165777,0.268863872613572,0.664616545094867,0.370468093774936,0.630176408395496,0.40234424127043,0.459785862654981,0.382810109754882,0.371974507871657,0.174537795527301,0.0262444860275497,0.246896878064689,0.164761859130694,0.332249009071752,0.044079287561986,0.086441766502311,0.0
Angola,AGO,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0340136054421769,-0.0451260875976995,-0.0180549173176693,-0.190054916845503,0.0517680860870483,0.0,-0.0014349276847009,0.0,0.0,0.654936999327758,0.538379781321956,3.32555231758691,0.593337062056975,0.363843749536072,1.39701475644884,2.90228452328372,0.0096051683849713,1.59956777633783,1.87194487108705,0.692272983641243,0.696367233281786,0.652212481160064,-0.867294211453427,0.517431068935951,1.83471599031113,0.0071920931208784,-3.31381290068401,0.18662176382343,-1.58990831014936,0.0393356914051387,0.0393708622568442,0.0
Albania,ALB,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189345822209065,0.050440697497346,0.118029580399549,0.0459882974805979,2.8408176200564,3.27670073351641,0.388922737691191,1.56771203167866,0.675158798423764,0.222675649833562,0.571867614426769,0.696509872922195,0.0593427941525096,-0.815502052114786,-0.0297783695707806,0.259559262761273,0.330403483715036,0.27852758401745,1.01241186523618,1.15391103333016,0.0
Andorra,AND,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arab World,ARB,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0943290020172904,0.0859746657130954,-0.0424515998873312,0.170073023520555,-0.0196473182268479,0.108582914963969,0.0652779537153238,0.0579812898923531,0.0318737274686478,0.10402724399298,0.265272637741547,0.626196614529938,0.482568848570413,0.0,0.0207780769857397,0.336813856819335,0.0743932172861597,-0.0416473469246912,-0.117650343978841,0.525936317495839,0.0381428648204062,-0.172079051633496,0.206357522147847,0.351199704128761,-0.109710037822776,0.44405157032138,-0.230796067417849,0.892167818782493,1.02594833378074,1.69149450626309,2.39416579282783,2.21865605528199,1.10671036362845,1.0380615572591,1.28775579500287,0.795722691084138,1.55567244959439,1.42881518042957,1.51762386957532,1.71117630103059,1.44256018117303,1.54610425534459,1.63230721859617,1.21854693490966,1.58945980898158,2.36201379095719,1.69589938048737,0.0
United Arab Emirates,ARE,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004587244336109,0.006081069888406,0.0171590165466953,0.0070088015732096,0.0239188933846765,0.0272625656483469,-0.0687186892038971,-0.0305316777845907,0.191892168040896,0.0088919982234032,-0.113707590431162,0.0202548813884427,0.0280170206717827,0.0552977363663075,0.972936473544961,0.0950157988646958,0.174814833208679,0.293169186878494,0.168220927004397,0.375516186146921,0.406054973791622,0.206851124246202,0.401686093658567,0.797088435407369,1.49366440406348,2.07637724205889,4.90362537095926,5.648244239939,5.01476163556332,1.07392165844339,0.671243665267238,0.603603764645055,0.65937187363933,2.20587934185756,2.83403716595711,4.50788706563053,4.25488784689277,3.6003434051769,3.53104134193613,5.07815357552428,5.41882467866922,5.43041947067781,4.89745309341282,4.42865643583821,0.0
